WORD	ABBREVIATION	LANGUAGES
kefalaiagor-	kefalaiag.	Greek,Modern (1453- )
kefalaio	kefal.	Greek,Modern (1453- )
kefallēniak-	kefallēn.	Greek,Modern (1453- )
kefalonia		Greek,Modern (1453- )
kegiatan	kegiat.	Indonesian
kegljaski	keglj.	Slovenian
keguruan	kegur.	Indonesian
kehakiman	kehakim.	Indonesian
kehakultuur-	kehakult.	Estonian
kehidupan	kehidup.	Malay
kehitt-	kehitt.	Finnish
kehitys	kehit.	Finnish
Kehler	Kehl.	German
Kehlkopfheilkund-	Kehlkopfheilkd.	German
kehutanan	kehutan.	Indonesian
Keilschrift	Keilschr.	German
keimen-	keim.	Greek,Modern (1453- )
keislaman	keislam.	Indonesian
kejaksaan	kejaksa.	Indonesian
kejayaan	kejay.	Malay
kejuruan	kejuru.	Indonesian
kejuruteraan	kejuruter.	Malay
Kelantan	Kelant.	Malay
kelapa		Indonesian
kelautan	kelaut.	Indonesian
kelaynakʿtan	kelaynak.	Turkish
Keletdunántúl	Kdunánt.	Hungarian
kelion-	kelion.	Lithuanian
Kelkheim	Kelkh.	German
Kellerwirtschaft-	Kellerwirtsch.	German
kellosepäliitto	kellosepäl.	Finnish
Kelowna		English
kelpie		Swedish
Kelte		German
keltisch-	kelt.	German
keluaran	keluar.	Malay
keluarga	kel.	Malay
Kelvington	Kelvingt.	English
kemajuan		Indonesian
kémaliste		French
kemampuan	kemamp.	Indonesian
kemanusiaan	kemanus.	Malay
kement		Dutch
kementerian	kementeri.	Malay
kemerovsk-	kemer.	Russian
kémia	kém.	Hungarian
kemia-	kem.	Finnish
kémiatanítás	kémtan.	Hungarian
kemic-	kem.	Slovak
kemicentrum	kemicent.	Swedish
kemij-	kem.	Slovenian
kemik-	kem.	Swedish
kemio	kem.	Spanish
kemisk-	kem.	Swedish
kemiskinan	kemiskin.	Indonesian
kemist	kem.	Swedish
kemistilehti	kemistil.	Finnish
kemistiseura	kemistis.	Finnish
kemistsamfund-	kemistsamf.	Danish,Swedish
kemizálás	kemiz.	Hungarian
Kemnather	Kemnath.	German
kemoterápia	kemoter.	Hungarian
Kempen-Krefeld	Kempen-Kref.	German
Kempenland	Kempenl.	Dutch
Kempten	Kempt.	German
Kemptville	Kemptv.	English,French
kencijfer		Dutch
kendels-	kendels.	Danish
kenderipar	kenderip.	Hungarian
Kendriya		Multiple Languages
kengetal-	kenget.	Dutch
Kenia		German
Kenilworth		English
kenmerk-		Dutch
kennara	ken.	Icelandic
Kennebecasis		English
kennel		Norwegian
Kennemerland	Kennemerl.	Dutch
kennen		Dutch
kennenlernen	kennenlern.	German
kennis		Dutch
kennismak-	kennismak.	Dutch
Kenntnis	Kennt.	German
Kennzahl		German
Kennziffer	Kennziff.	German
kensabanakan	kensab.	Armenian
Kensington		English
kentēma		Greek,Modern (1453- )
kentliyim	kentli.	Turkish
kentrik-	kent.	Greek,Modern (1453- )
kentron	kent.	Greek,Modern (1453- )
kentsel		Turkish
Kentucky	Ky.	English
Kentville	Kentv.	English
Kenya		English
Kenyon		English
keolokija	keol.	Azerbaijani
Keonjhar		English
kepada	kpd.	Indonesian
kepegawaian	kepegawai.	Indonesian
kepemimpinan	kepemimp.	Malay
kependudukan	kependud.	Indonesian
képesít-	képes.	Hungarian
képeskönyv	képeskv.	Hungarian
képesség	képess.	Hungarian
képességfejleszt-	képessfejleszt.	Hungarian
kepim-	kep.	Lithuanian
képlékenyalakítás	képlékalak.	Hungarian
Keplerianus	Kepler.	Latin
képletgyűjtemény	képletgyűjt.	Hungarian
képmagnetofon	képmagnet.	Hungarian
kepolisian	kepol.	Indonesian
kēpos		Greek,Modern (1453- )
kēpoteh-	kēpoteh.	Greek,Modern (1453- )
képregény		Hungarian
képtár		Hungarian
kepulauan	kepul.	Indonesian
keputusan		Indonesian
képvisel-	képv.	Hungarian
képviselőtestület	képvtest.	Hungarian
képzés		Hungarian
képzettség	képz.	Hungarian
képzőművész-	képzőműv.	Hungarian
képzőművészet	képzőműv.	Hungarian
Kerala		English
Keram-	Keram.	German
kerámia	kerám.	Hungarian
keramo		German,Russian
Keramograph-	Keramogr.	German
keramolog-	keramol.	Ukrainian
keramzit-	keramz.	Russian
kerato-refractive	kerato-refract.	English
kerčensk-	kerč.	Russian
kérdés	kérd.	Hungarian
kerdizo		Greek,Modern (1453- )
kerdos		Greek,Modern (1453- )
kereset	keres.	Hungarian
keresked-	keresk.	Hungarian
kereskedel-	keresk.	Hungarian
kereskedelemfejleszt-	kereskfejleszt.	Hungarian
kereskedelempolitika	kereskpolit.	Hungarian
kereslet	keresl.	Hungarian
keresztény	kereszt.	Hungarian
keresztrejtvény	keresztrejtv.	Hungarian
keresztyén	kereszt.	Hungarian
keret		Hungarian
kērēthr-		Greek,Modern (1453- )
kerho		Finnish
kerholehti	kerhol.	Finnish
kerja		Indonesian
kerjasama		Indonesian
kerkblad	Kerkbl.	Dutch
Kerkbode		Dutch
kerkelijk		Dutch
Kerken		German
kerkewerk		Dutch
kerkgenootschap-	kerkgenoot.	Dutch
kerkgeschiedenis	kerkgeschied.	Dutch
kerkhistor-	kerkhist.	Dutch
kërkim-	kërk.	Albanian
kerkorde		Dutch
Kerkrade		Dutch
kerkur-	kerkur.	Greek,Modern (1453- )
kerkvergadering	kerkverg.	Dutch
kerkvoogdij		Dutch
kerkvoogdij-	kerkvoogd.	Dutch
kerkzang		Dutch
Kernbautechnik	Kernbautech.	German
kernbesliss-	kernbesliss.	Dutch
kernboekje	kernb.	Dutch
Kernbrennstoff-	Kernbrennst.	German
Kernchemie	Kernchem.	German
kerncijfer-		Dutch
kerncommissie	kerncomm.	Dutch
Kernei-	Kernei.	German
kernel		English
Kernen		German
Kernenergie	Kernenerg.	German
kernewek		Cornish
Kernforschung	Kernforsch.	German
Kernfusionsforschung	Kernfusionsforsch.	German
kerngegeven-		Dutch
kerngetal-	kernget.	Dutch
Kernkraftwerk	Kernkraftw.	German
Kernphysik	Kernphys.	German
kernpunt		Dutch
Kernstrahl-	Kernstrahl.	German
Kerntechni-	Kerntech.	German
kerntegni-	kernteg.	Afrikaans
kernvrae		Afrikaans
kernwapen		Dutch
kernwetenschap-	kernwet.	Dutch
kerosine		English
kerosinov-	kerosin.	Russian
kerstmis		Dutch
kerststal-	kerststal.	Dutch
kertas		Indonesian
kertbarát	kertbar.	Hungarian
kertépítész-	kertépít.	Hungarian
kertész-	kert.	Hungarian
kertészet	kert.	Hungarian
kertészetgépesítés	kertgépes.	Hungarian
kertészmérnök	kertmérn.	Hungarian
kertoa		Finnish
kertomus	kert.	Finnish
kerület	ker.	Hungarian
kērux		Greek,Modern (1453- )
kesäkauppakorkeakoulu	kesäkauppakorkeak.	Finnish
kesälukukausi	kesäluk.	Finnish
kesäopetus	kesäopet.	Finnish
kesäyliopisto	kesäyliop.	Finnish
kesegaran	kesegar.	Indonesian
kesehatan	kesehat.	Indonesian
kesejahteraan	kesejaht.	Indonesian
keselamatan	keselam.	Malay
kesenian		Indonesian
kesihatan	kesihat.	Malay
keskeyt-	keskeyt.	Finnish
Keskiasteen		Finnish
keskinäinen	keskin.	Finnish
keskisuomalai-	keskisuom.	Finnish
keskkonnaministeer-	keskkonnaminist.	Estonian
keskuks-		Finnish
keskus		Finnish
keskuskauppakamari	keskuskauppakam.	Finnish
keskuskirjasto	keskusirj.	Finnish
keskuskunta	keskuskun.	Finnish
keskuslaborator-	keskuslab.	Finnish
keskuslaitoks-	keskusl.	Finnish
keskusliitto		Finnish
keskusrahasto	keskusrah.	Finnish
keskussairaala	keskussair.	Finnish
keskustelua		Finnish
keskustelualoit-	keskustelual.	Finnish
keskustelumvistio		Finnish
keskusvirasto	keskusvir.	Finnish
keskusyhdistys	keskusyhd.	Finnish
Kessel		German
Kesteren		Dutch
Keston		English
kesuburan	kesubur.	Indonesian
kesuma		Indonesian
készítmény	készítm.	Hungarian
Keszthely	Kh.	Hungarian
készül	kész.	Hungarian
készülék		Hungarian
ketawang		Indonesian
ketenaansprakelijkheid	ketenaansprakelijkh.	Dutch
ketjil		Indonesian
kétnyelvű	kétny.	Hungarian
Ketsch		German
kettingbrief	kettingbr.	Dutch
kettle		English
ketvirt-	ketv.	Lithuanian
keuangan	keuang.	Indonesian
keuken		Dutch
keukenwijzer	keukenwijz.	Dutch
keuringsdienst	keuringsd.	Dutch
keurslager		Dutch
keuzebegeleiding	keuzebegel.	Dutch
kevad-	kevad.	Estonian
kevätistuntokau-	kevätistuntok.	Finnish
kewangan	kewang.	Malay
key-word		English
keyboard		English
keyboardnieuws		Dutch
keynesian	keynes.	English
keynote		English
keypsake		English
Keystone	Keyst.	English
keyword		English
kezel-	kez.	Hungarian
kézikönyv	kézikv.	Hungarian
kézikönyvtár	kézikvt.	Hungarian
kéziratkatalógus	kézirkat.	Hungarian
kézirattár	kézirtár.	Hungarian
kézműves		Hungarian
khabar		Indonesian
Khartoum		English
khedivial	khediv.	English
khidmat	khidm.	Malay
Khoisan		German
khoskʿ-		Armenian
Khusus		Indonesian
khutbah		Malay
kiadás	kiad.	Hungarian
kiadó		Hungarian
kiadvány	kiadv.	Hungarian
kiadványjegyzék	kiadvj.	Hungarian
kiadványsorozat	kiadvsor.	Hungarian
kiállít-	kiáll.	Hungarian
kiállítássorozat	kiállsor.	Hungarian
kiállításvezető	kiállvez.	Hungarian
Kiama		English
kibbutzvän-		Swedish
kiberneti-	kibern.	Russian
kibris-	kibr.	Turkish
Kicker		German
kickoff		English
kiddie		English
kidney		English
kidsguide		English
Kiefer		German
Kieferchirurgie	Kieferchir.	German
Kieferheilkund-	Kieferheilkd.	German
Kieferorthopaed-	Kieferorthop.	German
kiegészít-	kieg.	Hungarian
Kielc-	Kielc.	Polish
kielenkääntäjä-	kielenkäänt.	Finnish
Kieler	Kiel.	German
kieli		Finnish
kieliaine		Finnish
kielikeskus	kielik.	Finnish
kielilautakun-	kielilautak.	Finnish
kielitieteellise-	kielit.	Finnish
kielt-	kielt.	Finnish
Kierkegaardianus	Kierkegaard.	Latin
kierow-	kier.	Polish
kiertokirje	kiertok.	Finnish
kierun-	kierun.	Polish
kieszonkowy	kieszon.	Polish
kievsk-	kiev.	Russian
kiezel-		Dutch
kihelyez-	kihely.	Hungarian
kiinaujait		
kiinteistö	kiint.	Finnish
kiivsʹk-	kiiv.	Ukrainian
kijker		Dutch
kiképz-	kik.	Hungarian
kikićev-		Croatian
Kikinda		Serbian
Kildare		English
Kilkenny		English
Kilkis		Greek,Modern (1453- )
kill-	kill.	English
Killaloe		English
killifish		English
Kilmacduagh		English
Kilmore		English
kilobaud		English
kilométr-	km.	French
kilómetr-	km.	Spanish
kilpailu	kilp.	Finnish
kilta		Finnish
Kimberley		English
kimberlite	kimberl.	English
kimi-	kim.	Georgian
ķīmija	ķīm.	Latvian
kimio-	kim.	Uzbek
kimja	kim.	Azerbaijani
kimya	kim.	Turkish
kimyager	kim.	Turkish
kimyo-	kim.	Uzbek
kínálat	kínál.	Hungarian
kincs		Hungarian
kinder		Multiple Languages
Kinderarzt		German
Kinderärztevereinigung-	Kinderärztever.	German
Kinderärztlich-	Kinderärztl.	German
kinderbescherming	kinderbescherm.	Dutch
kinderboek	kinderb.	Dutch
kinderboerderij	kinderboerder.	Dutch
Kinderbücher	Kinderb.	German
Kinderchirurgie	Kinderchir.	German
Kinderdorf		German
kinderdorp-		Dutch
kinderen		Dutch
Kinderernährung	Kinderernähr.	German
Kinderforschung	Kinderforsch.	German
Kinderfürsorge		German
Kindergarten	Kindergart.	German
kindergeneeskund-	kindergeneeskd.	German
Kindergottesdienst	Kindergottesd.	German
Kinderheikstätte		German
Kinderheilkund-	Kinderheilkd.	German
Kinderhilfswerk	Kinderhilfsw.	German
kinderhulp		Dutch
Kinderklinik-	Kinderklin.	German
Kinderkollektiv	Kinderkollekt.	German
Kinderkrankheit-	Kinderkrankh.	German
kinderkrant	kinderkr.	Dutch
Kinderleicht		German
kinderlijk-	kinderl.	Dutch
Kinderliteratur-	Kinderlit.	German
kindermagaz-	kindermag.	Dutch
kinderopvang		Dutch
Kinderpsychiatr-	Kinderpsychiatr.	German
Kinderpsychoanalyse	Kinderpsychoanal.	German
Kinderpsycholog-	Kinderpsychol.	German
Kinderpsychotherapie	Kinderpsychother.	German
kinderrevalidatie	kinderrevalid.	Dutch
Kinderschutz		German
Kinderstomatolog-	Kinderstomatol.	German
Kindertageseinrichtung	Kindertageseinricht.	German
Kindertagesheime		German
Kindertagesstätte		German
kinderverzorging	kinderverzorg.	Dutch
kinderwagenfabriek-	kinderwagenfabr.	Dutch
kinderwelzijn	kinderwelz.	Dutch
Kinderzahnheilkund-	Kinderzahnheilkd.	German
Kindesalter		German
Kindesmisshandlung	Kindesmisshandl.	German
Kindheit	Kindh.	German
kindness		English
Kindred		English
Kindschaft	Kindsch.	German
kinefilaxia	kinefilax.	Spanish
Kinemathek	Kinemath.	German
kinematics	kinemat.	English
kinematika	kinemat.	Russian
kinematogr-	kinematogr.	Multiple Languages
kinematograf-	kinematogr.	Russian
kinematograph-	kinematogr.	German
kinerja		Indonesian
kinesiol-	kinesiol.	English
kinesiología	kinesiol.	Spanish
kinesiology	kinesiol.	English
kinēsis	kinēs.	Greek,Modern (1453- )
kinesisk	kin.	Swedish
kinesitherap-	kinesither.	German
kinetechni-	kinetech.	German
kineti-	kinet.	Russian
kinetic	kinet.	English
kinety-	kinet.	Polish
kineziol-	kineziol.	Croatian
kineziterap-	kineziter.	Lithuanian
Kingdom	Kingd.	English
Kings Ripton		English
Kingsburgh	Kingsbg.	Afrikaans
Kingsto(w)n	Kingst.	English
Kingsville	Kingsv.	English
Kingswood		English
kinoamater	kinoamat.	Czech
Kinofilm-		German
kinofotohim-	kinofotohim.	Russian
kinofotoinstitut-	kinofotoinst.	Russian
kinofotomaterial-	kinofotomater.	Russian
kinofototehni-	kinofototeh.	Russian
kinogolograf-	kinogologr.	Russian
kinoinžener-	kinoinž.	Russian
kinolog-	kinol.	Bulgarian,Croatian
Kinotechni-	Kinotech.	German
kinross		English
Kinsau		German
kinship	kinsh.	English
kinsman	kinsm.	English
Kinvara		English
Kinzig		German
kipenie	kip.	Russian
Kipling		English
kiplinger		English
király		Hungarian
Kirchberg	Kirchb.	German
Kirche		German
Kirchebote		German
Kirchemusiker	Kirchenmusik.	German
Kirchenbezirk	Kirchenbez.	German
Kirchenblatt	Kirchenbl.	German
Kirchenchor		German
Kirchengeschichte	Kirchengesch.	German
Kirchenkalender	Kirchenkal.	German
Kirchenkampf		German
Kirchenkreis	Kirchenkr.	German
Kirchenliteratur	Kirchenlit.	German
Kirchenmusik		German
kirchenmusikalisch	kirchenmusik.	English
Kirchenrecht	Kirchenr.	German
Kirchenreform		German
Kirchenspiel		German
Kirchenzeitung	Kirchenztg.	German
Kirchgemeinde	Kirchgem.	German
Kirchheim	Kirchh.	German
kirchlich	kirchl.	German
kirgiz-	kirg.	Russian
kirgosuniversit-	kirgosuniv.	Russian
kirja		Finnish
kirjailija	kirjail.	Finnish
kirjakerho		Finnish
kirjallisuus	kirjall.	Finnish
kirjandus-	kirjand.	Estonian
kirjanik-	kirjanik.	Estonian
kirjasarja	kirjasar.	Finnish
kirjasto	kirj.	Finnish
kirjaväe-		Finnish
kirjonta		Hungarian
kirke		Danish
kirkeblad	kirkebl.	Norwegian
kirkegård		Norwegian
kirkehistorie	kirkehist.	Norwegian
Kirkel		German
kirkelig	kirk.	Danish
kirkemusikk		Norwegian
kirketidende	kirketid.	Norwegian
kirkj-	kirkj.	Icelandic
kirkko		Finnish
kirkkohallitukse-	kirkkohall.	Finnish
kirkkohistoriallinen	kirkkohist.	Finnish
Kirkkonummi	Kirkkon.	Finnish
kirkkososiologia	kirkkososiol.	Finnish
Kirkland	Kirkl.	English
Kirksville	Kirksv.	English
Kirkwood	Kirkw.	English
Kirmes		German
kiroprakt-	kiroprakt.	Danish
kirovabadsk-	kirovab.	Russian
kirovsk-	kirov.	Russian
Kiruna		Swedish
kirurg-	kir.	Albanian
kisállattenyésztés	kisállatteny.	Hungarian
kisantológia	kisantol.	Hungarian
kisbibliográfia	kisbibliogr.	Hungarian
kisebbség	kisebbs.	Hungarian
kišečn-	kišeč.	Russian
kisegít-	kiseg.	Hungarian
kiselʹnyj	kisel.	Russian
kišenʹkov-	kišenʹk.	Ukrainian
kisenciklopédia	kisencikl.	Hungarian
kísérlet	kísérl.	Hungarian
kísérletügy	kísérlü.	Hungarian
kisgazdaság	kisgazd.	Hungarian
kisgrafika	kisgraf.	Hungarian
Kishegyes		Hungarian
kisinevsk-	kisinev.	Russian
kisipar	kisip.	Hungarian
kiskeresked-	kisker.	Hungarian
kiskert		Hungarian
kiskönyv	kiskv.	Hungarian
kiskönyvtár	kiskvt.	Hungarian
Kiskunfélegyháza	Kkunfélegyh.	Hungarian
Kiskunlacháza	Kkunlach.	Hungarian
Kiskunság	Kkuns.	Hungarian
kislexikon	kislex.	Hungarian
kislorodn-	kislorodn.	Russian
Kislorodsoderžaŝ-	Kislorodsoderž.	Russian
kislota	kisl.	Russian
kislotouporn-	kislotouporn.	Russian
kismonográfia	kismonogr.	Hungarian
kisplasztika	kisplaszt.	Hungarian
Kissing	Kiss.	German
kisszámítógép	kisszámgép.	Hungarian
kisszervezet	kisszerv.	Hungarian
kisszótár	kisszt.	Hungarian
kisszövetkezet	kisszöv.	Hungarian
kistenyészt-	kisteny.	Hungarian
kistermel-	kistermel.	Hungarian
Kisújszállás	Kújszállás.	Hungarian
kisüzem	kisü.	Hungarian
kisvállalkoz-	kisvállalk.	Hungarian
kisváros	kisv.	Hungarian
kitabhana	kitabh.	Azerbaijani
kitap		Turkish
kitara		Finnish
kitcar		English
kitchen		English
Kitchener		English
kitekint-	kitek.	Hungarian
kitrinoh-	kitrinoh.	Greek,Modern (1453- )
kitsch		English
kitto		Basque
Kitzing-	Kitzing.	German
kívánság	kíváns.	Hungarian
kivina		Swedish
kivitelez-	kivit.	Hungarian
kivonat	kiv.	Hungarian
kiwifruit		English
kjeldearkiv	kjeldeark.	Norwegian
kjeller		Norwegian
kjemikalier	kjem.	Norwegian
kjemiseksjon	kjemiseks.	Norwegian
kjemisk	kjem.	Norwegian
kjennelse		Norwegian
kjøleteknikk	kjøletek.	Norwegian
kjønnsrolleseminar	kjønnsrollesemin.	Norwegian
kjøpmannskap		Norwegian
kjøretøy		Norwegian
klachtenbehandeling	klachtenbehand.	Dutch
klachtenrapportage	klachtenrapp.	Dutch
kladikē	klad.	Greek,Modern (1453- )
kladj-	kladj.	Croatian
Kladōn		Greek,Modern (1453- )
kladušk-	klad.	Croatian
Klæbrig	klæb.	Danish
Klæder	Klæd.	Danish
Klagenfurt	Klagenf.	German
Klageverfahren	Klageverfahr.	German
klaiousa		Greek,Modern (1453- )
Klaipėda		Lithuanian
klaipedensis	klaiped.	Latin
klakson		Dutch
Klambenborg		Dutch
klanječki	klanječ.	Croatian
klank		Dutch
klapekster		Dutch
klapper	klapp.	Dutch
Kläranlage	Kläranl.	German
Klarinette		German
klartext		Swedish
klasa	kl.	Polish
klasič-		Croatian
klasifikacija	klasif.	Slovenian
klasik	klas.	Croatian
klass	kl.	Russian
Klasse	Kl.	German
klassekamp		Danish
klassiek	klass.	Dutch
klassifi-	klassif.	German,Russian
Klassik	Klass.	German
Klassiker	Klass.	German
klassisch-	klass.	German
klassisk	klass.	Danish
klasstrappa		Swedish
klasszikus	klassz.	Hungarian
klasyczn-	klas.	Polish
klasyfik-	klasyf.	Polish
klausimas	klaus.	Lithuanian
klaustukas	klaust.	Lithuanian
klausur		German
Klausurtagung-	Klausurtag.	German
klaver		Danish
klavier		Dutch
klaxon		English,French
kleb-	kleb.	German
klebetechni-	klebetech.	German
Klebstoff-	Klebst.	German
kleding	kled.	Dutch
Kleidung	Kleid.	German
Klein		German
Kleina		German
Kleinasien		German
kleinbedrijf	kleinbedr.	Dutch
Kleinblittersdorf	Kleinblittersd.	German
kleindier		Dutch
Kleingärtner	Kleingärt.	German
Kleingebäckherstellung-	Kleingebäckherstell.	German
Kleingraphik	Kleingraph.	German
Kleinkinderschutz		German
Kleinkläranlage	Kleinkläranl.	German
Kleinkomput-	Kleinkomput.	German
Kleinlederware		German
kleinoden		Dutch
Kleinschrift	Kleinschr.	German
Kleintier		German
Kleintierkund-	Kleintierkd.	German
Kleintierzücht-	Kleintierzücht.	German
kleintje		Dutch
Klempner	Klempn.	German
Klempnerei	Klempn.	German
klenotník	klenot.	Czech
Klepp		Norwegian
klēronomia	klēron.	Greek,Modern (1453- )
klesar-	klesar.	Croatian
klētēr-	klētēr.	Greek,Modern (1453- )
kletka		Russian
kletočn-		Russian
Kleurstoffenindustrie	Kleurstoffenind.	Dutch
Kleuterleidster	Kleuterleid.	Dutch
kleuteronderwijs		Dutch
kleuterschool	kleutersch.	Dutch
Kleve		German
klíčové		Czech
klient		Dutch
kliini-	kliin.	Finnish
kliinil-	kliin.	Dutch
Klima		German
klimaat	klim.	Dutch
klimaatregeling	klimaatregel.	Dutch
Klimadatum		German
Klimaforschung	Klimaforsch.	German
Klimaheilkund-	Klimaheilkd.	German
Klimakterium	Klimakt.	German
Klimaschutz		German
Klimat	Klim.	German,Russian
Klimatechnik	Klimatech.	German
klimati-	klim.	German,Russian
Klimatisierung	Klim.	German
klimatizáció	klim.	Hungarian
Klimatolog-	Klimatol.	German,Russian
Kliment		Bulgarian
klimmaterieel	klimmater.	Dutch
klingen-	kling.	German
klini-	klin.	Georgian,German
kliniekwerk	kliniekw.	Dutch
klinisk	klin.	Swedish
Klippel		Dutch
Klischograf	Klischogr.	German
klister		Swedish
klok-		Dutch
klokkerlag		Norwegian
klokkestoel-		Dutch
Klompen		Norwegian
klompvoetjes		Dutch
Klöppelverband	Klöpelverb.	German
klørne		Norwegian
Kloster	Klost.	German
Klosterneuburg	Klosterneubg.	German
klōstoüfantourg-	klōstoüf.	Greek,Modern (1453- )
Klötze		German
Klotzsche		German
klöver		Swedish
klubba		Swedish
klubberne	klub.	Danish
klubvezet-	klubvez.	Hungarian
Klubzeitung	Klubztg.	German
kľúčové		Slovak
Klundert		Dutch
Kluterthöhle		German
kmečk-	kmeč.	Slovenian
kmetijstv-	kmet.	Slovak
Knabe		German
Knabstrupper		Danish
knapp		German
knappschaftlich-	knappschaftl.	German
knartet		Swedish
kn̂aževačk-	kn̂ažev.	Serbian
Kneehill		English
Kneippsche	Kneipp.	German
Knetzgau		German
kněž-	kněž.	Czech
knifflig	kniffl.	German
knig-	kn.	Russian
knigovodstv-	knigov.	Macedonian
knih-	kn.	Czech
knihařsky	knihař.	Czech
knihov-	knih.	Czech
knihy	kn.	Slovak
knikker		Dutch
knin-	knin.	Croatian
knippenberg		Dutch
knipsel		Dutch
knipselkrant		Dutch
knitt-	knitt.	English
knitwear-	knitw.	English
Knivsta		Swedish
kniževna	knižev.	Macedonian
knižka	kn.	Russian
knižn-	kn.	Russian
knižok	kniž.	Ukrainian
knjig-	knj.	Croatian,Slovenian
knjiga	kn.	Serbian
knjigovođa	knjigov.	Croatian
knjigovodstv-	knjigov.	Croatian
knjižarski	knj.	Serbian
književ-	književ.	Serbian
knjižne	knjiž.	Croatian
knjižnic-	knj.	Croatian,Slovak
Knobel		German
Knochenverarbeitung-	Knochenverarb.	German
Knocknagoshel		English
knooppunt		Dutch
knowledge	knowl.	English
Knowlton	Knowlt.	English
Knoxville	Knoxv.	English
knutsel		Dutch
knutselkrant	knutselkr.	Dutch
knyga	kn.	Lithuanian
koaderno	koad.	Basque
koalicja	koalic.	Polish
Kobalt		German,Russian
kőbányász-	kőbány.	Hungarian
kobber		Norwegian
København	Kbh.	Danish
kobieta	kob.	Polish
kobietk-		Polish
Koblenz	Kobl.	German
Kočev-	Kočev.	Serbian
Kochel		German
kochen		German
Kochpraxis	Kochprax.	German
kociewski	kociew.	Polish
kočija		Croatian
kodeks		Danish
kōdikopoi-	kōdikop.	Greek,Modern (1453- )
kodning	kodn.	Danish
kodovi	kod.	Serbian
koeasema-	koeas.	Finnish
Koedijk		Dutch
koekfabriek	koekfabr.	Dutch
koekoek		Dutch
koelapparaten	koelappar.	Dutch
koeltechniek	koeltech.	Dutch
koemelkeiwit		Dutch
koemelkeiwitvrij-		Dutch
koerdisch	koerd.	Dutch
Koerdistan	Koerd.	Dutch
koerier		Dutch
koers-		Dutch
koeselostus	koesel.	Finnish
koetoiminta	koetoim.	Finnish
koetus	koet.	Finnish
koeżjoni		Maltese
koffer-		Dutch
kofferfabrieken	kofferfabr.	Dutch
koffiecultuur-	koffiecult.	Dutch
koffietijd		Dutch
kogemus	kogem.	Estonian
kogerentn-	kogerent.	Russian
kognitif	kogn.	Malay
